ID,Author,central number,cumulative # of papers,cumulative  of co-authors,cumulative # of journals,min year of publication,max year of publication,cluster size
45867,Anitra Rustemeyer,1,2,1,1,1979,1979,2
45953,Gerald Eskin,1,2,1,1,1977,1977,2
45954,Penny Baron,1,2,1,1,1977,1977,2
43986,Eric Kirzner,1,2,1,2,1985,1986,2
44168,John Mcenroe,1,2,1,1,1979,1983,2
44169,Loren Nikolai,1,2,1,1,1979,1983,2
45151,Shulman David,1,2,1,1,1977,1977,2
42005,Kae Chung,1,2,1,2,1976,1977,2
41417,Gilles Laurent,1,2,1,2,1985,1985,2
42111,Mark Traylor,1,2,1,1,1983,1983,2
42112,Alicia Mathias,1,2,1,1,1983,1983,2
40969,Donald Glover,1,2,1,1,1977,1978,2
41023,Philip Cooper,1,2,1,1,1981,1981,2
40730,John Dickinson,1,2,1,2,1985,1986,2
40913,Darryl Ellis,1,2,1,1,1977,1977,2
40914,Peter Pekar,1,2,1,1,1977,1977,2
40987,Roger Vergin,1,2,1,1,1975,1985,2
43615,Ginter Peter,1,2,1,2,1978,1982,2
43409,John Fielden,1,2,1,2,1973,1982,2
43266,Joel Axelrod,1,2,1,1,1984,1985,2
43267,Hans Wybenga,1,2,1,1,1984,1985,2
43173,Jean Kapferer,1,2,1,2,1985,1985,2
42588,Peter Lorenzi,1,2,1,2,1978,1984,2
42482,Ernest Larkin,1,2,1,1,1976,1977,2
42483,Gerald Grotta,1,2,1,1,1976,1977,2
42565,Karen Hetland,1,2,1,1,1977,1978,2
42545,Robert Fitts,1,2,1,1,1977,1977,2
42546,Wendell Hewett,1,2,1,1,1977,1977,2
43023,Arthur Kover,1,2,1,1,1978,1980,2
43024,Charles Little,1,2,1,1,1978,1980,2
42907,Thomas Russell,1,2,1,2,1976,1980,2
42908,Charles Martin,1,2,1,2,1976,1980,2
39969,Gerard Hastings,1,2,1,2,1987,1987,2
38769,Paul Nemiroff,1,2,1,2,1976,1976,2
38847,Richard Duvall,1,2,1,1,1973,1973,2
38848,Richard Sanders,1,2,1,1,1973,1973,2
39190,Gordon Greenley,1,2,1,1,1983,1986,2
39191,Alan Matcham,1,2,1,1,1983,1986,2
38495,Arkalgud Ramaprasad,1,2,1,2,1984,1985,2
37992,Joseph Biggs,1,2,1,2,1980,1982,2
37439,Amiya Chakravarty,1,2,1,2,1985,1985,2
37440,Avraham Shtub,1,2,1,2,1985,1985,2
56151,Greeno Daniel,1,2,1,2,1973,1977,2
56152,Sommers Montrose,1,2,1,2,1973,1977,2
57659,Donal Carlston,1,2,1,1,1986,1987,2
57660,John Skowronski,1,2,1,1,1986,1987,2
56401,Benjamin Bobo,1,2,1,1,1977,1977,2
56555,Charles Holahan,1,2,1,1,1986,1987,2
56556,Rudolf Moos,1,2,1,1,1986,1987,2
56373,Randy Boxx,1,2,1,1,1975,1975,2
56410,Samuels Barbara,1,2,1,1,1981,1982,2
56415,Luciano Raul,1,2,1,1,1981,1982,2
56419,Heffernan Patrick,1,2,1,1,1981,1981,2
56420,Samuels Barbara,1,2,1,1,1981,1981,2
56421,Kennedy Miles,1,2,1,1,1975,1975,2
56422,Mahapatra Sitikantha,1,2,1,1,1975,1975,2
55733,Rex Spiller,1,2,1,1,1985,1985,2
55734,Thomas Housel,1,2,1,1,1985,1985,2
55804,Bernard Smith,1,2,1,1,1972,1972,2
55805,John Thomas,1,2,1,1,1972,1972,2
54938,Jimmy Chambless,1,2,1,1,1975,1975,2
55443,Thomas Kochan,1,2,1,1,1983,1983,2
55444,Robert Mckersie,1,2,1,1,1983,1983,2
55459,Richard Beckhard,1,2,1,1,1983,1983,2
55487,Thomas Gilmore,1,2,1,1,1983,1983,2
55600,David Zenoff,1,2,1,1,1980,1980,2
55601,Geoffrey Howard,1,2,1,1,1980,1980,2
55602,Robert Healy,1,2,1,1,1980,1980,2
55603,Frank Popper,1,2,1,1,1980,1980,2
55607,Gustave Speth,1,2,1,1,1980,1980,2
55608,Nicholas Yost,1,2,1,1,1980,1980,2
55616,Richard Ratliff,1,2,1,1,1980,1980,2
55617,Bob Benedict,1,2,1,1,1980,1980,2
54401,Hiram Moody,1,2,1,1,1984,1984,2
54402,Edward Higgins,1,2,1,1,1984,1984,2
54896,Kenneth Phillips,1,2,1,1,1976,1976,2
54897,Michael Teitz,1,2,1,1,1976,1976,2
54898,Richard Bender,1,2,1,1,1976,1976,2
54899,John Parman,1,2,1,1,1976,1976,2
54880,Thomas Klammer,1,2,1,1,1984,1984,2
54881,Michael Walker,1,2,1,1,1984,1984,2
54753,Miles Raymond,1,2,1,1,1984,1986,2
54524,William Halal,1,2,1,2,1980,1981,2
54479,Robert Johansen,1,2,1,1,1984,1984,2
54480,Christine Bullen,1,2,1,1,1984,1984,2
54701,J Linder,1,2,1,1,1979,1979,2
54702,Allan Savage,1,2,1,1,1979,1979,2
51876,Karl Weick,1,2,1,2,1976,1984,2
51858,James Cashman,1,2,1,1,1973,1976,2
51859,Fred Dansereau,1,2,1,1,1973,1976,2
51789,Eugene Jacobson,1,2,1,2,1976,1977,2
51360,Anthony Butterfield,1,2,1,2,1978,1981,2
51547,Michael Carrell,1,2,1,2,1978,1979,2
50737,Ray Cooksey,1,2,1,1,1985,1987,2
50738,Peter Freebody,1,2,1,1,1985,1987,2
50759,Powell Gary,1,2,1,2,1978,1981,2
51997,Ofra Mayseless,1,2,1,2,1987,1987,2
51998,Arie Kruglanski,1,2,1,2,1987,1987,2
51971,Gerald Barrett,1,2,1,2,1984,1987,2
52041,Michael Gordon,1,2,1,2,1974,1987,2
52474,Michael Burstein,1,2,1,2,1982,1984,2
52462,Gibb Dyer,1,2,1,1,1983,1983,2
52186,Lyle Yorks,1,2,1,2,1983,1985,2
52187,David Whitsett,1,2,1,2,1983,1985,2
52908,Don Lebell,1,2,1,2,1974,1977,2
52571,David Kolb,1,2,1,2,1970,1981,2
52827,Eric Neilsen,1,2,1,2,1979,1987,2
52841,William Ouchi,1,2,1,2,1974,1978,2
52892,Robert Hollmann,1,2,1,2,1975,1977,2
52894,Thomas Ference,1,2,1,2,1975,1977,2
53891,Oncken William,1,2,1,1,1974,1987,2
53892,Wass Donald,1,2,1,1,1974,1987,2
53532,Robert Lambrix,1,2,1,1,1981,1984,2
53533,Surendra Singhvi,1,2,1,1,1981,1984,2
54032,Paul Thompson,1,2,1,1,1971,1976,2
54033,Gene Dalton,1,2,1,1,1971,1976,2
54036,William Davidson,1,2,1,2,1976,1981,2
54059,Maurice Hardaker,1,2,1,1,1987,1987,2
54060,Bryan Ward,1,2,1,1,1987,1987,2
54071,Corey Rosen,1,2,1,1,1987,1987,2
54072,Michael Quarrey,1,2,1,1,1987,1987,2
54093,David Beaty,1,2,1,2,1987,1987,2
54094,Oren Harari,1,2,1,2,1987,1987,2
59516,Roger Elkin,1,2,1,1,1986,1987,2
58287,Michael Leippe,1,2,1,1,1986,1987,2
59703,Lawrence Kurdek,1,2,1,1,1986,1986,2
59704,Patrick Schmitt,1,2,1,1,1986,1986,2
60231,Warren Hughes,1,2,1,1,1980,1980,2
60232,Richard Elnicki,1,2,1,1,1980,1980,2
61780,Francis Rushing,1,2,1,1,1977,1977,2
61781,Anne Lieberman,1,2,1,1,1977,1977,2
61782,Paul Marer,1,2,1,1,1977,1977,2
61783,Joseph Miller,1,2,1,1,1977,1977,2
61717,Joseph Finnerty,1,2,1,1,1979,1979,2
61718,Thomas Schneeweis,1,2,1,1,1979,1979,2
61763,Stephen Caples,1,2,1,2,1987,1987,2
62521,Dan Dunn,1,2,1,2,1981,1986,2
61812,Ingo Walter,1,2,1,1,1975,1976,2
62617,Claude Thomas,1,2,1,2,1981,1986,2
63139,Douglas Leathar,1,2,1,2,1987,1987,2
63418,Ronald Tarullo,1,2,1,1,1977,1977,2
63371,Ruff Henri,1,2,1,1,1974,1974,2
63372,Jackson Graham,1,2,1,1,1974,1974,2
63425,Neil Thomas,1,2,1,1,1975,1976,2
61777,John Brock,1,2,1,1,1977,1977,2
62847,Richard Zakia,1,2,1,1,1987,1987,2
62848,Mihai Nadin,1,2,1,1,1987,1987,2
60974,Ram Baliga,1,2,1,2,1984,1985,2
61613,Suk Kim,1,2,1,1,1981,1981,2
61614,Sam Barone,1,2,1,1,1981,1981,2
61620,Wi Kim,1,2,1,1,1986,1987,2
61621,Esmeralda Lyn,1,2,1,1,1986,1987,2
60264,Peter Dodd,1,2,1,1,1980,1980,2
60265,Richard Leftwich,1,2,1,1,1980,1980,2
72237,Tolly Kizilos,1,2,1,1,1986,1986,2
72238,Roger Heinisch,1,2,1,1,1986,1986,2
68124,Toit Du,1,2,1,1,1980,1985,2
68125,F Derek,1,2,1,1,1980,1985,2
72717,Rivera De,1,1,1,1,1980,1980,2
74261,D Klingman,1,1,1,1,1974,1974,2
74262,A Napier,1,1,1,1,1974,1974,2
74372,Thomas Condon,1,1,1,1,1985,1985,2
74373,Richard Wolff,1,1,1,1,1985,1985,2
74461,William Lupoletti,1,1,1,1,1986,1986,2
74462,Roy Webb,1,1,1,1,1986,1986,2
73208,Arx Von,1,1,1,1,1986,1986,2
73209,W Dolph,1,1,1,1,1986,1986,2
73376,Pena Daniel,1,1,1,1,1980,1980,2
73379,Tal Ben,1,1,1,1,1986,1986,2
73380,Marc Teboulle,1,1,1,1,1986,1986,2
73382,Ramachandra Rao,1,1,1,1,1986,1986,2
73383,H Yu,1,1,1,1,1986,1986,2
73728,John Mcdonald,1,1,1,1,1974,1974,2
73729,Bertrand Jacquillat,1,1,1,1,1974,1974,2
72803,Virginia Blankenship,1,1,1,1,1987,1987,2
72815,Timothy Osberg,1,1,1,1,1986,1986,2
72816,Sidney Shrauger,1,1,1,1,1986,1986,2
70222,T Cosse,1,1,1,1,1983,1983,2
72826,Paul Werner,1,1,1,1,1986,1986,2
72827,Lawrence Pervin,1,1,1,1,1986,1986,2
72836,David Frey,1,1,1,1,1986,1986,2
72841,David Kravitz,1,1,1,1,1986,1986,2
72842,Barbara Martin,1,1,1,1,1986,1986,2
72844,Maureen Ford,1,1,1,1,1986,1986,2
72845,Carol Lowery,1,1,1,1,1986,1986,2
72847,Linda Perloff,1,1,1,1,1986,1986,2
72848,Barbara Fetzer,1,1,1,1,1986,1986,2
72853,William Haley,1,1,1,1,1986,1986,2
72854,Bonnie Strickland,1,1,1,1,1986,1986,2
72855,Stephen Karten,1,1,1,1,1986,1986,2
72858,Scott Orr,1,1,1,1,1986,1986,2
72859,Toshio Yamagishi,1,1,1,1,1986,1986,2
72885,Richard Butler,1,1,1,1,1986,1986,2
64394,C Anthony,1,1,1,1,1987,1987,2
64795,Pryor Leroy,1,1,1,1,1982,1982,2
67930,M Jamil,1,1,1,1,1980,1980,2
68018,A G,1,1,1,1,1985,1985,2
68059,Michael Ginzberg,1,1,1,1,1978,1978,2
68089,Linda Hynan,1,1,1,1,1986,1986,2
66818,Sprague Linda,1,1,1,1,1975,1975,2
66610,Ang Lawrence,1,1,1,1,1979,1979,2
66562,Hansen Flemming,1,1,1,1,1986,1986,2
66476,S Bernard,1,1,1,1,1985,1985,2
69480,Hirshleifer David,1,1,1,1,1987,1987,2
69518,Vasella Daniel,1,1,1,1,1972,1972,2
69156,Tsao James,1,1,1,1,1979,1979,2
68430,Salomon Robert,1,1,1,1,1972,1972,2
68750,Keith Brown,1,1,1,1,1986,1986,2
68751,Deborah Brown,1,1,1,1,1986,1986,2
72264,C Arrington,1,1,1,1,1984,1984,2
72338,P Bullard,1,1,1,1,1983,1983,2
72339,A Resnik,1,1,1,1,1983,1983,2
72390,Albert Bruno,1,1,1,1,1973,1973,2
72392,Jaffe Laurence,1,1,1,1,1950,1950,2
72393,Lessler Richard,1,1,1,1,1950,1950,2
72394,Strohkarck Frank,1,1,1,1,1950,1950,2
72395,Phelps Katherine,1,1,1,1,1950,1950,2
72396,D Tousley,1,1,1,1,1950,1950,2
72397,Baer Wilmer,1,1,1,1,1950,1950,2
71290,Swan Jr,1,1,1,1,1983,1983,2
71343,Bjorn Wahlroos,1,1,1,1,1986,1986,2
71344,Tom Berglund,1,1,1,1,1986,1986,2
71426,Horne Van,1,1,1,1,1979,1979,2
71431,Gordon Bivens,1,1,1,1,1986,1986,2
71432,Carol Volker,1,1,1,1,1986,1986,2
71561,Call Mc,1,1,1,1,1977,1977,2
71576,Martin Bell,1,1,1,1,1971,1971,2
71577,William Emory,1,1,1,1,1971,1971,2
70761,Hugo Tranberg,1,1,1,1,1986,1986,2
70855,Claire Le,1,1,1,1,1982,1982,2
70856,A Kenneth,1,1,1,1,1982,1982,2
70871,Trenzano Ferre,1,1,1,1,1980,1980,2
70880,Helden Van,1,1,1,1,1979,1979,2
70966,Monthoux De,1,1,1,1,1978,1978,2
70967,Guillet Pierre,1,1,1,1,1978,1978,2
70989,Geoff Lockett,1,1,1,1,1973,1973,2
70696,Haim/gordon Falk,1,1,1,1,1979,1979,2
70698,Khalik Abdel,1,1,1,1,1977,1977,2
70699,A Rashad,1,1,1,1,1977,1977,2
70700,Arthur Kraft,1,1,1,1,1973,1973,2
70701,John Kraft,1,1,1,1,1973,1973,2
71675,Riesen Von,1,1,1,1,1973,1973,2
71709,David Morris,1,1,1,1,1978,1978,2
71819,Halim Abdel,1,1,1,1,1980,1980,2
71820,A Ahmed,1,1,1,1,1980,1980,2
71880,Lisa Raines,1,1,1,1,1986,1986,2
71881,Stephen Push,1,1,1,1,1986,1986,2
71882,Sheehy Hall,1,1,1,1,1986,1986,2
71949,P Keen,1,1,1,1,1984,1984,2
71950,L Woodman,1,1,1,1,1984,1984,2
71976,D Dickson,1,1,1,1,1984,1984,2
71977,G Willigan,1,1,1,1,1984,1984,2
72046,G Lodge,1,1,1,1,1982,1982,2
72047,W Glass,1,1,1,1,1982,1982,2
72143,Cise Van,1,1,1,1,1978,1978,2
72144,G Jerrold,1,1,1,1,1978,1978,2
72172,Leer Van,1,1,1,1,1976,1976,2
72173,R Karl,1,1,1,1,1976,1976,2
72214,Murry Mc,1,1,1,1,1973,1973,2
72227,Ii Sorenson,1,1,1,1,1972,1972,2
72228,Z Ralph,1,1,1,1,1972,1972,2
72229,Zandt Van,1,1,1,1,1972,1972,2
72231,Simone De,1,1,1,1,1972,1972,2
72233,Christopher Gagnon,1,1,1,1,1986,1986,2
61054,Randolph Beatty,1,1,1,1,1987,1987,2
60328,Dan Givoly,1,1,1,1,1985,1985,2
60329,Dan Palmon,1,1,1,1,1985,1985,2
60331,Douglas Pearce,1,1,1,1,1985,1985,2
60332,Vance Roley,1,1,1,1,1985,1985,2
60486,Theoharry Grammatikos,1,1,1,1,1986,1986,2
60901,David Balkin,1,1,1,1,1987,1987,2
60935,Egelhoff William,1,1,1,1,1986,1986,2
61140,Eric Poon,1,1,1,1,1985,1985,2
61154,Graham Hall,1,1,1,1,1985,1985,2
61155,Sydney Howell,1,1,1,1,1985,1985,2
61163,Brabander De,1,1,1,1,1984,1984,2
61201,Norman Smith,1,1,1,1,1983,1983,2
61202,John Miner,1,1,1,1,1983,1983,2
61086,Nancy Napier,1,1,1,1,1987,1987,2
60361,Beth Hayes,1,1,1,1,1986,1986,2
60362,Daniel Siegel,1,1,1,1,1986,1986,2
60365,Sanjai Bhagat,1,1,1,1,1986,1986,2
60346,Victor Tremblay,1,1,1,1,1985,1985,2
60347,William Lynk,1,1,1,1,1985,1985,2
60348,Colin Lawrence,1,1,1,1,1985,1985,2
60349,Aloysius Siow,1,1,1,1,1985,1985,2
60350,W Hafer,1,1,1,1,1985,1985,2
60351,Scott Hein,1,1,1,1,1985,1985,2
60384,Michael Smirlock,1,1,1,1,1987,1987,2
60385,Howard Kaufold,1,1,1,1,1987,1987,2
60386,Roger Kormendi,1,1,1,1,1987,1987,2
60387,Robert Lipe,1,1,1,1,1987,1987,2
60391,Jack Wilson,1,1,1,1,1987,1987,2
60392,Charles Jones,1,1,1,1,1987,1987,2
60381,Gur Huberman,1,1,1,1,1987,1987,2
60382,Shmuel Kandel,1,1,1,1,1987,1987,2
60289,Paul Asquith,1,1,1,1,1983,1983,2
60290,David Mullins,1,1,1,1,1983,1983,2
60293,Carl Batlin,1,1,1,1,1982,1982,2
60294,Susan Hinko,1,1,1,1,1982,1982,2
60295,Gerald Gay,1,1,1,1,1982,1982,2
60296,Steven Manaster,1,1,1,1,1982,1982,2
60255,Vinod Verma,1,1,1,1,1980,1980,2
60256,Sherwin Rosen,1,1,1,1,1980,1980,2
60272,Gabrielle Brenner,1,1,1,1,1982,1982,2
60273,Reuven Brenner,1,1,1,1,1982,1982,2
60274,Victor Zarnowitz,1,1,1,1,1982,1982,2
60275,Geoffrey Moore,1,1,1,1,1982,1982,2
60276,James Ohlson,1,1,1,1,1982,1982,2
60277,Barr Rosenberg,1,1,1,1,1982,1982,2
60280,Stephen Leroy,1,1,1,1,1981,1981,2
60281,J Lacivita,1,1,1,1,1981,1981,2
60283,Katherine Schipper,1,1,1,1,1981,1981,2
60284,Rex Thompson,1,1,1,1,1981,1981,2
60266,Rodney Carlson,1,1,1,1,1980,1980,2
60267,Michael Umble,1,1,1,1,1980,1980,2
60301,Timothy Gronberg,1,1,1,1,1982,1982,2
60302,Jack Meyer,1,1,1,1,1982,1982,2
60304,P Newbold,1,1,1,1,1984,1984,2
60307,Arlington Williams,1,1,1,1,1984,1984,2
60308,Vernon Smith,1,1,1,1,1984,1984,2
60313,Clifford Ball,1,1,1,1,1984,1984,2
60314,Walter Torous,1,1,1,1,1984,1984,2
60337,Robert Jarrow,1,1,1,1,1984,1984,2
60338,Eric Rosenfeld,1,1,1,1,1984,1984,2
60339,Thomas Ho,1,1,1,1,1984,1984,2
60323,Itzhak Swary,1,1,1,1,1983,1983,2
60324,Kenneth Garbade,1,1,1,1,1983,1983,2
60325,William Silber,1,1,1,1,1983,1983,2
61551,Laurent Leksell,1,1,1,1,1982,1982,2
61552,Ulf Lindgren,1,1,1,1,1982,1982,2
61545,Charles Dale,1,1,1,1,1982,1982,2
61546,Victor Bailey,1,1,1,1,1982,1982,2
61547,Harry Martin,1,1,1,1,1982,1982,2
61432,Bengt Hogberg,1,1,1,1,1984,1984,2
61433,Clas Wahlbin,1,1,1,1,1984,1984,2
61435,Krishna Kumar,1,1,1,1,1984,1984,2
61510,David Ford,1,1,1,1,1982,1982,2
61516,Roehl Thomas,1,1,1,1,1987,1987,2
61273,T Bane,1,1,1,1,1981,1981,2
61274,Franz Neubauer,1,1,1,1,1981,1981,2
61296,Nobel Robert,1,1,1,1,1973,1973,2
61299,Charles Saunders,1,1,1,1,1980,1980,2
61300,John Thompson,1,1,1,1,1980,1980,2
61303,David Hall,1,1,1,1,1980,1980,2
61304,Maurice Saias,1,1,1,1,1980,1980,2
61308,Mick Carney,1,1,1,1,1986,1986,2
61218,Terence Hill,1,1,1,1,1983,1983,2
61219,Woolley Duke,1,1,1,1,1983,1983,2
61224,David Eldredge,1,1,1,1,1983,1983,2
61225,Rex Galloway,1,1,1,1,1983,1983,2
61257,G Dyson,1,1,1,1,1982,1982,2
61258,J Foster,1,1,1,1,1982,1982,2
60975,Ramesh Rao,1,1,1,1,1986,1986,2
61383,Jerzy Cieslik,1,1,1,1,1985,1985,2
61384,Boguslaw Sosnowski,1,1,1,1,1985,1985,2
61393,Ole Sand,1,1,1,1,1985,1985,2
61328,Daniel Depelteau,1,1,1,1,1985,1985,2
61329,Jean Cosset,1,1,1,1,1985,1985,2
61330,Bruno Rianderie,1,1,1,1,1985,1985,2
61484,Timothy Doupnik,1,1,1,1,1986,1986,2
61502,Uma Sekaran,1,1,1,1,1982,1982,2
61504,Kyran Hanagan,1,1,1,1,1983,1983,2
61466,Robert Rolfe,1,1,1,1,1986,1986,2
61471,Donald Ball,1,1,1,1,1984,1984,2
61472,Wendell Mcculloch,1,1,1,1,1984,1984,2
63315,Judie Lannon,1,1,1,1,1983,1983,2
63316,Peter Cooper,1,1,1,1,1983,1983,2
63317,Robert Davis,1,1,1,1,1983,1983,2
63318,John Welsch,1,1,1,1,1983,1983,2
63320,Scott Crosby,1,1,1,1,1983,1983,2
63321,Harry Henry,1,1,1,1,1983,1983,2
63322,J Waterson,1,1,1,1,1983,1983,2
63355,Mandell Steven,1,1,1,1,1975,1975,2
63356,Salmi Timo,1,1,1,1,1975,1975,2
63357,Gardner Richard,1,1,1,1,1975,1975,2
63358,Vambery Robert,1,1,1,1,1975,1975,2
63380,Hal Mason,1,1,1,1,1974,1974,2
63381,Masson Francis,1,1,1,1,1974,1974,2
63390,Dymeza William,1,1,1,1,1979,1979,2
63391,Vambery Robert,1,1,1,1,1979,1979,2
62867,Al Ries,1,1,1,1,1986,1986,2
62877,Joseph Eatlack,1,1,1,1,1986,1986,2
62878,Roberta Lucker,1,1,1,1,1986,1986,2
61779,George Taoka,1,1,1,1,1977,1977,2
63401,Brub Phillip,1,1,1,1,1979,1979,2
63402,Lenard Lynette,1,1,1,1,1979,1979,2
63407,Hansz James,1,1,1,1,1972,1972,2
63408,Fayerweather John,1,1,1,1,1972,1972,2
63409,Kapoor Ashok,1,1,1,1,1972,1972,2
63410,Pincus Joseph,1,1,1,1,1972,1972,2
63411,Edwards Donald,1,1,1,1,1972,1972,2
63419,Brunner James,1,1,1,1,1977,1977,2
63420,Smith Clifford,1,1,1,1,1970,1970,2
63421,Whited Marshall,1,1,1,1,1970,1970,2
63161,Bill Beaver,1,1,1,1,1982,1982,2
63162,Fred Silvester,1,1,1,1,1982,1982,2
63208,Alastair Tempest,1,1,1,1,1983,1983,2
63218,Lois Blosser,1,1,1,1,1987,1987,2
63219,Gary Selnow,1,1,1,1,1987,1987,2
63231,Maureen Guirdham,1,1,1,1,1987,1987,2
63232,Siew Tan,1,1,1,1,1987,1987,2
63234,Michelle Lazarde,1,1,1,1,1987,1987,2
63240,Michael Clements,1,1,1,1,1986,1986,2
63241,Peter Sieber,1,1,1,1,1986,1986,2
62935,Horne Suzanne,1,1,1,1,1977,1977,2
63105,Hammer Michael,1,1,1,1,1987,1987,2
62909,Blaise Bergiel,1,1,1,1,1985,1985,2
62910,Christine Trosclair,1,1,1,1,1985,1985,2
62824,Robert Stuart,1,1,1,1,1987,1987,2
62827,C Jayachandran,1,1,1,1,1987,1987,2
62828,Myroslaw Kyj,1,1,1,1,1987,1987,2
62838,G Jayachandran,1,1,1,1,1987,1987,2
62839,Myroslaw Kyf,1,1,1,1,1987,1987,2
62596,Al Wedell,1,1,1,1,1987,1987,2
62597,Dale Hempeck,1,1,1,1,1987,1987,2
62585,Kenneth Kerber,1,1,1,1,1987,1987,2
62586,James Campbell,1,1,1,1,1987,1987,2
61939,Terence Nevett,1,1,1,1,1986,1986,2
62318,Michel Biart,1,1,1,1,1987,1987,2
62319,Peter Praet,1,1,1,1,1987,1987,2
62334,Gilad Izak,1,1,1,1,1987,1987,2
62378,Ola Svenson,1,1,1,1,1986,1986,2
62379,Goran Nilsson,1,1,1,1,1986,1986,2
62388,Grumbkow Von,1,1,1,1,1986,1986,2
62389,Karl Warneryd,1,1,1,1,1986,1986,2
62390,Klaus Foppa,1,1,1,1,1986,1986,2
62399,Anton Pardini,1,1,1,1,1986,1986,2
62400,Richard Katzev,1,1,1,1,1986,1986,2
62401,Matthijs Poppe,1,1,1,1,1986,1986,2
62402,Lisbeth Utens,1,1,1,1,1986,1986,2
62422,David Shwalb,1,1,1,1,1985,1985,2
62431,D Tustin,1,1,1,1,1985,1985,2
62433,Gerjo Kok,1,1,1,1,1985,1985,2
62434,Sjef Siero,1,1,1,1,1985,1985,2
62444,Marvin Bartell,1,1,1,1,1985,1985,2
62445,Riva Bartell,1,1,1,1,1985,1985,2
62446,George Gaskell,1,1,1,1,1985,1985,2
62447,Patten Smith,1,1,1,1,1985,1985,2
62448,Philip Ullah,1,1,1,1,1985,1985,2
62449,Michael Banks,1,1,1,1,1985,1985,2
61765,Jean Jeannet,1,1,1,1,1978,1978,2
61766,Bertil Liander,1,1,1,1,1978,1978,2
61756,Young Woo,1,1,1,1,1978,1978,2
61757,John Brasch,1,1,1,1,1978,1978,2
61750,John Banks,1,1,1,1,1987,1987,2
61730,Marjorie Stanley,1,1,1,1,1978,1978,2
61731,Edward Deakin,1,1,1,1,1978,1978,2
61732,Charles Smith,1,1,1,1,1978,1978,2
61762,Peggy Swanson,1,1,1,1,1987,1987,2
61810,Brian Barrett,1,1,1,1,1986,1986,2
61811,Robert Kolb,1,1,1,1,1986,1986,2
61796,Stephen Gates,1,1,1,1,1986,1986,2
61797,Arvind Mahajan,1,1,1,1,1986,1986,2
61986,Konrad Dedler,1,1,1,1,1985,1985,2
61989,David Levy,1,1,1,1,1985,1985,2
61990,Neil Sheflin,1,1,1,1,1985,1985,2
62056,Praag Van,1,1,1,1,1985,1985,2
62134,David Leiser,1,1,1,1,1987,1987,2
62232,Bruno Frey,1,1,1,1,1986,1986,2
62285,Emma Davies,1,1,1,1,1983,1983,2
60140,Gd Hughes,1,1,1,1,1973,1973,2
60141,B Juhasz,1,1,1,1,1973,1973,2
60142,Robert Coates,1,1,1,1,1973,1973,2
60143,E Llpdegraff,1,1,1,1,1973,1973,2
60144,Thad Green,1,1,1,1,1973,1973,2
60145,Morton Cotlar,1,1,1,1,1973,1973,2
60146,Hal Pickle,1,1,1,1,1973,1973,2
60147,Brian Rungeling,1,1,1,1,1973,1973,2
60148,Theodore Becker,1,1,1,1,1973,1973,2
60149,Robert Stern,1,1,1,1,1973,1973,2
60150,Gerald Scully,1,1,1,1,1973,1973,2
60151,Lowell Gallaway,1,1,1,1,1973,1973,2
60152,Loraine Donaldson,1,1,1,1,1973,1973,2
60153,Raymond Strangways,1,1,1,1,1973,1973,2
60055,Marilyn Smith,1,1,1,1,1986,1986,2
59776,Shula Sommers,1,1,1,1,1986,1986,2
59777,Anthony Scioli,1,1,1,1,1986,1986,2
59558,Bradford Brown,1,1,1,1,1987,1987,2
59559,Mary Lohr,1,1,1,1,1987,1987,2
59560,Lowell Kelly,1,1,1,1,1987,1987,2
59561,James Conley,1,1,1,1,1987,1987,2
60086,Sybil Eysenck,1,1,1,1,1986,1986,2
60087,Y Long,1,1,1,1,1986,1986,2
60089,Robin Fleischer,1,1,1,1,1986,1986,2
60090,Jerome Chertkoff,1,1,1,1,1986,1986,2
60092,Sjofn Agustsdottir,1,1,1,1,1986,1986,2
60095,John Digman,1,1,1,1,1986,1986,2
60096,Jillian Inouye,1,1,1,1,1986,1986,2
60098,David Blackwelder,1,1,1,1,1986,1986,2
60099,Richard Passman,1,1,1,1,1986,1986,2
60112,Jerald Bachman,1,1,1,1,1986,1986,2
60113,Malley Patrick,1,1,1,1,1986,1986,2
60247,Steven Lustgarten,1,1,1,1,1979,1979,2
60248,Allan Mendelowitz,1,1,1,1,1979,1979,2
60233,Vany De,1,1,1,1,1980,1980,2
60234,Thomas Saving,1,1,1,1,1980,1980,2
60235,Mark Garman,1,1,1,1,1980,1980,2
60236,Michael Klass,1,1,1,1,1980,1980,2
60237,William Meckling,1,1,1,1,1979,1979,2
60219,Douglas Breeden,1,1,1,1,1978,1978,2
60220,Robert Litzenberger,1,1,1,1,1978,1978,2
60223,John Kareken,1,1,1,1,1978,1978,2
60224,Neil Wallace,1,1,1,1,1978,1978,2
60225,John Peterman,1,1,1,1,1978,1978,2
60226,Michael Carney,1,1,1,1,1978,1978,2
60187,Robert Hagerman,1,1,1,1,1976,1976,2
60188,Lemma Senbet,1,1,1,1,1976,1976,2
60189,Herman Liebling,1,1,1,1,1976,1976,2
60190,Peter Bidwell,1,1,1,1,1976,1976,2
60170,Douglas Cocks,1,1,1,1,1974,1974,2
60171,John Virts,1,1,1,1,1974,1974,2
60196,Phillip Shinoda,1,1,1,1,1976,1976,2
60197,Paul Grier,1,1,1,1,1976,1976,2
60198,Steve Katz,1,1,1,1,1976,1976,2
